Clusterid,ParentClusterid,ClusterName,Document Count
402,402,"expost,  southern california edison company,  international asset operations activities,  southern energy delta,  market equilibrium point",1
403,402,"service capacity, price quantity offer curve, expost instructed supplemental generation, enron japan website, office opening",31
404,402,"southern energy delta, oversight board confirmation power, senator lugar, california electricity oversight board, oversight board confirmation rights",22
405,402,"iso next summer, operations controllers, jackie gallagher, international business unit leaders, carolyn",17
406,402,"brandon, david rosenberg, office opening press conference, enron japan website, office opening",15
407,407," alexander strategy group,  maureen mcvicker,  quantity offer curve,  net imports,  ferc staff report",1
408,407,"jacqueline gallagher, section, sarah novosel, ferc staff report, jackie gallagher",29
409,407,"american summit, tennessee valley authority, section, total capacity, market equilibrium point",27
410,407,"section, alexander strategy group, public utility regulatory act, gene godley, steve walton",27
411,407,"american summit, bulletin board, alexander strategy group, market equilibrium point, design document",20
412,412,"expost,  net imports,  iso load,  expost instructed supplemental generation,  power pool council",1
413,412,"iso load, iso transmission, linda robertson, total expost capacity, expost instructed supplemental generation",89
414,412,"christian schmollinger, alberta power pool, congestion management, california power exchange, two week period dale",23
415,412,"separate books, christian schmollinger, bulk power markets, enron facility services, independent power producers",29
416,416," expost,  ensign,  nsf format,  forward contracts,  richard shapiro",1
417,416,"jason sokolov, forward contracts, business community, ensign, power pool rule changes",102
418,418," accelerator,  expost,  investment committee,  enron communications,  wholesale prices",1
419,418,"wholesale prices, end customers, rice university, jason sokolov, peggy mahoney",27
420,418,"wholesale prices, ken lay draft letters, end customers, draft letters, accelerator",28
421,418,"ken lay draft letters, risk rule, wholesale prices, end customers, minimium block size",38
422,418,"enron sell weekend, cycle annual revenue, american commission, electricity restructuring, professional partnership model",21
423,423," enron energy services,  nsf format,  open access,  jennifer,  enron communications",1
424,423,"entire western grid would, monthly prices, duke energy north america, new combustion turbine, wholesale trading volume nationally",23
425,423,"businesses, dan larcamp manager, cindy, peggy mahoney, energy market",22
426,423,"volatile energy costs, high prices, peggy mahoney, macerich company announced today, margaret allen",24
427,423,"local distribution, hydroelectric power, significant early withdrawals, volatile energy costs, high demand",18
428,423,"jpo res addendum, still time, organizational management, luke amelang, macerich company announced today",17
429,423,"senior vice president, new york stock exchange, public relations, high performance levels, senior business management executive",16
430,430," maureen mcvicker,  executive session,  special events,  enron communications,  business unit",1
431,430,"gas turbines, business unit, california power prices, jeff skilling, business building",119
432,432," market power,  enron communications,  hebert,  richard shapiro,  lindsey",1
433,432,"mexico, lindsey, karen myer, steve kean, key international organizations",42
434,432,"draft press release, nepool, retail energy markets, daniel allegretti, mexico",40
435,435," third party access,  richard shapiro,  schroeder,  ben joyce,  maureen mcvicker",1
436,435,"year ratings, third party access, states, suzanne brown, new businesses",43
437,435,"one idea, year ratings, schroeder, professional partnership model, cecilia bergman",37
438,438," maureen mcvicker,  ergonomics notice,  michael terraso,  enron communications,  nsf format",1
439,438,"dolores fisher, california contracts, jim derrick, number range, luncheon reminder",18
440,438,"force majeure, maximum volume, short term, block settlement, higher gas prices",16
441,438,"stock price, block litigation, california prices, dolores fisher, retail gas markets",24
442,438,"michael terraso, short term, transporter force majeure, linda robertson, luncheon reminder",13
443,438,"friday morning, work restriction program, ferc commissioner, gas demand, gas pricing info",1
444,444," sithe energies,  action item status,  richard shapiro,  enrononline,  kenneth",1
445,444,"consumer protection provisions, kenneth, karen moore, rosalee fleming, feedback",24
446,444,"clear feedback, risk management products, monthly regulatory meeting, new power plants, sithe energies",17
447,444,"action item, admin action items, action item status, karen moore, rosalee fleming",23
448,444,"action item, last year, action item status, feedback, water opportunity",22
449,449," michelle,  linda,  powder river,  retail rate,  alan comnes",1
450,449,"bush energy policy, first file, basic format, powder river, highest award",17
451,449,"midwestern state regulatory agencies, power longer term, first file, enron opposes price caps, future time periods",18
452,449,"risk management products, daily prices, market structure, bush energy policy, socal gas",13
453,449,"karen, condition emissions, powder river, special emphasis, barbara",25
454,454,"california,  california independent system operator,  california independent system,  jeff dasovich,  recovery plans",1
455,454,"electricity procurement policy, california independent system, recovery plans, shelley corman, robert mallett",12
456,454,"natural gas commodity markets, power plants, last drafts, complex issues, retail rate",6
457,454,"puc draft decision, power longer term, finance experts, shelley corman, los angeles",14
458,454,"california independent system, power plants, emission credit shortage, shelley corman, retail rate",20
459,454,"kari asap, bradley, new facilities, austin meeting, masses northwest pipeline corp",14
460,454,"puc draft decision, various interest groups rate, paula, phone mail amortization, piece",14
461,461," retail rate,  forward prices,  utility,  nsf format,  maureen mcvicker",1
462,461,"usual amortization, tighter daily markets, new generation, david, demand reductions",13
463,461,"rick richard, new generation, state treasurer, modest rate, power prices",11
464,461,"stringent air emission standards, valuable one, nees power plants, new generation, qualified investments",14
465,461,"rick richard, great choice, spot prices, geriann warner, great new year",10
466,461,"various interest groups rate, third party, california northern zone, california southern zone, blueprint",9
467,461,"average cost, new generation, securitized costs, insufficient demand side response, david",17
468,468," entire net,  bandwidth trading,  treas secy summers, california,  gas supply",1
469,468,"maximum, leadership development, public service, gas supplies, press conference",79
470,470," koenig,  palmer,  committee members,  important conference call,  enron communications",1
471,470,"analyst meeting talking points, selection committee, ten years, wholesale business, news conference layout",15
472,470,"term solution, steven kelly, vice chairman, koenig, elizabeth ivers",28
473,470,"board meeting, leslie, business unit, much smaller percentage, steven kelly",16
474,470,"california section, steven kelly, vice chairman, elizabeth ivers, important conference call",30
475,475," nsf format,  employee name,  palmer,  forward prices,  enron communications",1
476,475,"eurelectric congress, specific credit positions, employee name, ten years, commissioner hebert",36
477,475,"large credit reserves, kiyoshi ando, employee name, general expenses, ten years",38
478,475,"tom briggs, eurelectric congress, john ambler, general expenses, employee name",34
479,479," gas supplier security agreement,  owens,  mike dahlke,  democratic senatorial campaign committee,  gas securitization agreements",1
480,479,"gas supplier security agreement, high tech community, senate democratic leaders, fitzgerald, old compaq",44
481,479,"gas supplier, gas supplier security agreement, intercreditor agreement, supplier security agreement, beaver creek",47
482,479,"corp policy, information release, karen, corporate policy, editorial page",34
483,483," washington unified school district,  parties hereto,  nsf format,  wholesale power prices,  california",1
484,483,"press release, long term price, fresh start bakery, scott govenar, richard",28
485,483,"wyden, wild goose storage inc, enron north america corporation, wholesale power prices, kathy mayfield",21
486,483,"chris popma vice president, waitress, free market, calpers conf call, vice president support services",16
487,483,"laura ipsen, leslie lawner, wild goose storage inc, scott govenar, generation facilities",26
488,483,"wyden, laura ipsen, risk management experts, frozen tariff rate, wholesale power prices",30
489,483,"enron global market, envera mmembers ppetrochemical transactions, calpers conf call, wholesale power prices, enron global markets llc",20
490,490," griffin,  expense report,  maureen mcvicker,  karen owens,  natural gas",1
491,490,"year assessment, market efficiency, collusive behavior, terri dennings, tracy davis",34
492,490,"direct contact lobbying, committee assignments, high ranking graduate, urban retreat, telephone number",27
493,490,"maureen, ken smith, global markets, griffin, sherri sera",37
494,490,"southern california edison, country risk analysis, energy secretary spencer abraham, lauren, edison international",33
495,490,"global market monitor, country risk analysis, emily sellers, generation finance vehicle, urban retreat",29
496,496," nsf format,  california,  market price,  electric generation facilities,  debtor",1
497,496,"market efficiency, cec projects status summary, new rate, bulk power markets, air quality",43
498,496,"spokesman ron, electric generation facilities, points, bernadette hawkins, creditors",37
499,496,"market efficiency, bernadette hawkins, northeast water plant, air quality, interstate highway system",30
500,496,"bad faith, mary schoen, mortgage style recovery, total quarterly revenue requirement, bernadette hawkins",31
501,501," california power exchange corporation,  southern california edison company,  wall street journal,  emerson,  edison first power",1
502,501,"electric generation facilities, petroleum products, whose executive officers, draft npc report, brian redmond",32
503,501,"western governors, emerson, western governors update, lexi elliott, initial subscription period",31
504,501,"western governors, vhs tapes, total value, weather, western governors update",17
505,501,"emerson meeting, emerson, external advisory council, bammel cushion gas, human rights",35
506,506," maureen mcvicker,  merger release,  expense report,  jeff dasovich,  honorable dianne feinstein",1
507,506,"significant problems, racicot, business unit, page fax, equal pay",48
508,506,"reuters english news service, proxy market clearing price, tammy hopkins, robert van der hoeven, business unit",37
509,506,"policy committee, proxy market clearing price, bid caps, beth tilney, business unit",43
510,510," maureen mcvicker,  direct access,  corporate policy committee,  bid caps,  gray davis",1
511,510,"media, california energy crisis, ontario, load growth, cancellation payments",36
512,510,"congestion management system, california energy crisis, ontario, commission process, renewable energy credits",35
513,510,"sarah palmer, media, azurix corp, ontario, global company",33
514,510,"load growth, dave delainey, corporate policy committee, policy committee, newpower withdrawal notes",38
515,515,"agency official,  stacey bolton,  katrina burton,  gray davis,  facilities",1
516,515,"steven, facilities, hotel room, payne jeanne, brief update",18
517,515,"archaeological sites, siting authority, epa energy star, calypso pipeline project, onshore portion",28
518,515,"agency official, indian tribe, facilities, cline, next time",32
519,515,"den spetmarkten fiir strom, gas infrastructure workshop, archaeological sites, steffes, mary hain",21
520,515,"agency official, indian tribe, line items, maureen, example format",34
521,521," financial times,  enron capital,  open access,  maureen mcvicker,  financial times article",1
522,521,"regulatory affairs organization, stacy walker, baker botts, financial times, gramm",42
523,521,"definitive agreements, negative ctc claim, bilateral request, glynn, lords appeal",41
524,521,"margaret, advisory council meeting, white house talking points, regulatory affairs organization, glynn",37
525,525," unsecured creditors,  northern states power,  enron stock fund,  new power plants,  india",1
526,525,"motor vehicle mfrs, much advance notice, mississippi river transmission corp, india, louisiana public service commission",30
527,525,"current server, gas fired power plants, media, energy supply options, rutherford consulting",25
528,525,"briefing book, india, cheney, mike mcconnell, elaine overturf",25
529,529,"maureen mcvicker,  jeff dasovich,  market price,  employee name,  power plant development",1
530,529,"comp committee meeting, sherri, climate change, least preferred alternative, global climate change",27
531,529,"comp committee meeting, climate change, denver metro chamber, top executive, management development committee",16
532,529,"climate change, sherri, response, management development committee, power plant development business",24
533,529,"peter styles, teun van, greenpeace kyoto letter, environmental group, kyoto",26
534,534," market power,  electric utility industry,  government affairs meeting,  maureen mcvicker,  government affairs",1
535,534,"gas price spikes, pretax deferral limit, california electricity market, california border, high prices",31
536,534,"kerry stroup, gas price spikes, new entrants, tom briggs, electric utility industry",43
537,534,"gas price spikes, government affairs meeting, second sentence, cal leg gas hearing, california electricity market",28
538,538," relative rating, enron communications,  feedback,  cliff,  responsibilities",1
539,538,"energy ops, rick fehl, fire chief, relative rating, price cap",111
540,540," houston fire department,  expense report,  linda robertson,  contact chancellor reed,  analyst program",1
541,540,"kissinger, fire chief, mirant, harrison, mayor brown selected connealy",40
542,540,"clark, mathematical computation, david parquet, sandra mccubbin, contact chancellor reed",30
543,540,"fire chief, structured products, executive committee, practical implication increased cost, contact chancellor reed",30
544,544," maureen mcvicker,  steven,  kissinger,  reliant,  corporate allocations",1
545,544,"reliant, steven, corporate allocations, generator phone, great wall award",22
546,544,"reliant, steven, kissinger, presidential gala, joseph",25
547,544,"market street, corporate allocations, generator phone, joseph, generator organization",31
548,544,"frank johnson, steven, big customers, market street, stuart ryan",27
549,549," aesp international,  lisa yoho,  joannie williamson,  wyoming,  richard shapiro",1
550,549,"steel mills, analyst mid, peer group, aesp international, ebiz article",53
551,549,"enron global finance, christine velez badar, peer group, translation, gov geringer meeting",60
552,552," karen denne,  solution,  nsf format,  rate structure,  california southern zone",1
553,552,"wholesale electricity, date work life amenities, procurement function, eric thode, consent decree",32
554,552,"joan stransky, wholesale electricity, enron principal investments, peak wholesale electricity, enron draft",35
555,552,"rebecca carter, south florida, organizational announcement, enron principal investments, enron global finance",38
556,556,"risk management,  bold indicates collective groups,  global asset operations,  commercial trading support,  maureen mcvicker",1
557,556,"jody underwood, highlands forum, risk management, center name, forfeiture penalty",22
558,556,"happy hour, full time, center name, subtotal sce, senior management focus",20
559,556,"risk management, strong confidence, koenig, kevin garland, enron reitierated today",23
560,556,"risk management, sivad, global asset operations, internal communications group, california insurance",21
561,556,"risk management, highlands forum, draft letter, dabhol power corp, organizational announcement",16
562,556,"bentley company, sivad, risk management, cpuc postpones action, peak wholesale electricity",23
563,563," sarah novosel,  project management,  committee,  centralized clearinghouse markets,  chief judge",1
564,563,"committee, commonwealth, trade secrets act, chief judge, continuation meeting",61
565,563,"robert frank, commercial trading support, enron statement, melissa kean, energy advisors",63
566,566," linda robertson,  steven,  nsf format,  nicholas,  red index",1
567,566,"burton, board member, turnkey content services solutions, panelists, mary hain",19
568,566,"chief judge, portal, red index shows texas, red index, epsa witnesses",42
569,566,"burton, risk assessment control, ene officer elections, global asset operations, technical support",40
570,570," illegal acts,  california,  collusive behavior,  california independent system operator,  rate increase",1
571,570,"edward grubb, former cia, perfect competition, business intelligence function, enron loses intelligence star",14
572,570,"california energy markets, controversial circumstances, collusive behavior, new generation capacity, illegal acts",20
573,570,"california energy markets, edward grubb, enron suggested concrete reforms, seabron adamson, business intelligence function",23
574,570,"abraham moreno, physical threat, mary hain, new generation capacity, frontier",14
575,570,"abraham moreno, collusive behavior, new generation capacity, illegal acts, available transmission capacity",21
576,576," robin kittel,  christi,  jeff dasovich,  jeff brown,  thane twiggs",1
577,576,"dan staines, plants, ron mcnamara, robin kittel, column",97
578,578," christi,  market,  patrick hanse,  congestion management,  power exchange",1
579,578,"etransmart frequently asked questions, access transmission tariff, congestion management, nicolay, steve walton",99
580,580," rto west filing utilities,  continent area power pool,  tight power pools,  supplemental status report,  control areas",1
581,580,"sure agreement, partial dissent regarding pjm, expansion plans, supplemental status report, transmission service",17
582,580,"ferc rto orders, congestion, supplemental status report, new england power company, control areas",29
583,580,"congestion, rto order, shapiro, average hourly price, tight power pools",19
584,580,"congestion, grid south, expansion plans, tight power pools, control areas",28
585,585," ppl electric utilities corporation,  firm transmission service,  market clearing price,  transmission service,  public utility transmission owners",1
586,585,"new york energy markets, parallel path flows, sunflower electric power corporation, path flow issues, national grid usa",44
587,585,"duke energy corporation, regional transmission organization, business plan, jones graduate school, ppl electric utilities corporation",39
588,588," executive mba program,  gridsouth,  nsf format, jones school,  michelle",1
589,588,"monopoly utility systems, analyst program, rice librarian, malcolm gillis, malcolm",27
590,588,"charla stuart, demand side management, millie gautam, malcolm gillis, malcolm",21
591,588,"great list, real time spot market, jones school, executive mba program, super saturday",32
592,588,"southeast rtos, gridsouth, thomas hill, jones school, willow glen",26
593,593," transmission provider,  brad richter,  patrick,  woody,  doug sewell",1
594,593,"apec energy demand, enron compensation package, court koenning, alastair stevenson resume, super saturday",34
595,593,"rice issue, enron employees, kristin gandy, state regulatory body, mary alison bailey",41
596,593,"enron litigation unit, since ken, rita bahner, super saturday, mary alison bailey",28
597,597," natural gas,  better information,  enron broadband services,  houston, carlos",1
598,597,"andrea, elizabeth stolpe, washington except, government relations, neighboring states",22
599,597,"carlos, elizabeth stolpe, foreign investment advisory service, official bolivian government delegations, foreign private investors",18
600,597,"mike wright, carlos, federal government affairs, foreign investment advisory service, palmer letzerich",18
601,597,"regulatory reform, international norms, better information, competition, managerial skills programming",23
602,597,"two months, carlos, pacific economic cooperation council, sales databases, broadband market",21
603,603," resco,  external users,  sirena foley conkright,  sutton,  david forster",1
605,603,"terry lehn, public service company, gannett news service, sheila, steven january",12
606,603,"resco, specialized telecommunications systems, terry lehn, work telephone, market redispatch pilot program",15
607,603,"operational provisions, last name, job status, work telephone, capacity release scheduling equality",13
608,603,"resco, department stores company, meeting notes, enron government affairs, senior executive officers",9
609,603,"janine migden, project quick hire, weekly global markets, global functions, terri dennings",11
610,610," kenneth,  lon stanton, gross notional value,  sutton,  joan schwieger",1
611,610,"operator, management report, sheri thomas, external users, shipper imbalances",55
612,610,"operator, small volume customer, open access service, melinda tosoni, entire ferc gas tariff",23
613,610,"melinda tosoni, small volume customer, lon stanton, national fuel, net penalty revenues",16
614,614," management report,  george hope,  kathryn corbally,  network integration transmission service, gross notional value",1
615,614,"romanian energy policy association, new generation plant construction, recent odense price peaks, proposals created perverse incentives, new gas tolls",24
616,614,"ricardo lisboa, anthony dayao, michele, date transactions",21
617,617," cartel office,  leonardo pacheco,  corcoran,  management report,  houston",1
618,617,"ego alert notification list, cartel office, george hope, ricardo lisboa, gadsden research services",61
619,619," best prices,  energy trading,  physical products,  louise kitchen,  system issues",1
620,619,"leonardo pacheco, currencies, complementary markets, physical products, system issues",72
621,621," system issues,  volume information,  richard shapiro,  physical products,  rate forecasts",1
622,621,"total deal count, physical products, total volume, system issues, complementary markets",77
623,623," date transactions,  rate forecasts,  total,  regulatory risk,  gia maisashvili",1
624,623,"currencies, ramon alvarez, risk assessment working group, michael terraso, linton",24
625,623,"random curve, quebecor, template, scott gahn, prior red classification",27
626,623,"customer activity, trading summary, total volume, regulatory risks, next steps",17
627,627," richard shapiro,  regulatory risk process,  risk assessment working group,  conference call,  significant efforts",1
628,627,"govt affairs, regulatory risks, regulatory change, quarterly assessment, consent documents",22
629,627,"second phase, regulatory risks, regulatory risk analytics team, gas pipeline, gas distribution",24
630,627,"regulatory rules, gas pipeline, regulatory change, accurate risk information, brief recap",20
631,631," regulatory risk review,  richard shapiro,  enron direct,  nsf format,  government affairs responsible person",1
632,631,"regulatory risk review, dnaee approval, parasitic load, ega responsible person, monday morning",11
633,631,"regulatory risk review, gas pipeline, enron government affairs personnel, gas distribution, ega responsible person",13
634,631,"stella, gas pipeline, monthly ena update, gas distribution, san juan gas",13
635,631,"calme graph, crisis communication plan, commodity margin, first one, ctc roll",11
636,631,"richard, stella, corporate government affairs group, dave delainey, dsm savings estimation risks",11
637,631,"stella, regulatory risk analytics group, danee, dsm savings estimation risks, legal challenges",11
638,638," regulatory assumptions,  davis,  currency,  psi energy,  legal challenges",1
639,638,"enron global assets, tariff risk, project margeaux, transmission owners, one page overview",12
640,638,"tariff risk, measurement system, psi energy, equilibrium, calme redeployment status",12
641,638,"sensitivity analysis, market sensitivity analysis, transaction approval process, redeployment, market risk limits",7
642,638,"danee, pollution control facilities, psi energy, redeployment slides, least currency protection",13
643,638,"nothing open right, project margeaux, surface transportation board, psi energy, career exchange results",19
644,638,"nothing open right, tariff risk, project margeaux, redeployment slides, calme redeployment statistics",13
645,645," preliminary purchase price,  john ambler,  disclosure schedules,  richard shapiro,  interim balance sheet",1
646,645,"management control, various techniques, joint venture, korea, summer disclosure letter",29
647,645,"recent sec precedent, current intercompany indebtedness, respective businesses, structure task force, market speculation",22
648,645,"sandeep katwala, management control, joint venture, political trouble, either newco management",21
649,649,"financial statements,  current intercompany indebtedness,  license agreement,  enron wind company,  project summer",1
650,649,"enron wind company, five year countries, equity securities, initial balance sheet date, interim balance sheet",15
651,649,"enron wind company, five year countries, license agreement, accounting principles, place",14
652,649,"enron gas exploration, summer purchase agreement, license agreement, middle east, rogers",20
653,653," critical path matrix,  price adjustment pursuant,  caribbean basin,  confidentiality agreement,  accounting principles",1
654,653,"confidentiality agreement, critical path matrix, san juan gas none, ene power phil corp, ene caribbean basin ltd",34
655,655," equity securities,  psc approval,  informal contact, reasonable efforts,  san juan gas none",1
656,655,"initial combined financial statements, enron wind corp, equity securities, mariella mahan, industrial tax exemption",42
657,655,"latest draft, total outstanding equity securities, ordinary voting power, punch list, bachaquero private contract",2
658,658,"equity securities, enron, tax interest coverage, san juan gas, enron wind company",1
659,658,"tax interest coverage, san juan gas, enron, net income ref, corporate overhead",29
660,658,"enron india, reasonable efforts, equity securities, enron international india ltd, enron wind company",30
661,661,"unaudited, enron india, equity securities, tax interest coverage, enron",1
662,661,"equity securities, enron india, natural gas corporation, unaudited, enron international mauritius ltd",65
663,663,"equity securities, enron, san juan gas, outstanding equity securities, tax interest coverage",1
664,663,"equity securities, existing network, tax interest coverage, karen denne, capital spending program",64
665,665,"equity securities, palmer, keith miceli, karen denne, significant riders",1
666,665,"equity securities, agf brasil seguros, expiration dates, shell cuiaba holdings limited, outstanding equity securities",29
667,665,"keith miceli, lance schuler, palmer, karen denne, enron",16
668,665,"tax interest coverage, keith miceli, new company, lance schuler, san juan gas",19
669,669,"equity securities, arab emirates, stock option grant, palmer, karen denne",1
670,669,"equity securities, investor group, richard shapiro, brazilian federal attorney general, single greatest asset",15
671,669,"palmer, equity securities, nsf format, keith miceli, john ambler",18
672,669,"equity securities, leadership team, total outstanding equity securities, significant riders, new company take place",11
673,669,"richard shapiro, palmer, leadership team, dennis vegas, kenneth",11
674,669,"sale agreement, various insurance, investor group, frank sayre, disclosure schedules",17
675,675,"equity securities, preliminary purchase price, balance sheet, management team, business unit",1
676,675,"balance sheet, preliminary purchase price, combined net income, price adjustment shall, equity securities",33
677,675,"business unit, equity securities, preliminary purchase price, transfer issues, stock option grant",18
678,675,"equity securities, enron, nsf format, business unit, project california",25
679,679,"enron, preliminary purchase price, liability, balance sheet, maria elisa gualandi verri",1
680,679,"liability, preliminary purchase price, balance sheet, initial balance sheet date, confidentiality agreement",31
681,679,"enron, media, jim bannantine, william, american market",30
682,682,"preliminary purchase price, confidentiality agreement, business unit, business unit heads, american market",1
683,682,"preliminary purchase price, business unit, lpg dist, confidentiality agreement, original message",71
684,684,"hydrocarbons, transredes, tariffs, natural gas, gases del caribe",1
685,684,"hydrocarbons, transredes, natural gas, tariffs, tozzini",78
686,686,"asset base, natural gas, revenue taxes, america, transportation services agreement",1
687,686,"natural gas, asset base, revenue taxes, tariff review, transportation services agreement",74
688,688,"delaware, normative value differs depending, transmission system usage, significant tax benefits, foreign exchange differentials",1
689,688,"delaware, natural gas, santa cruz sur, transmission system usage, net revenues",34
690,688,"significant tax benefits, foreign exchange differentials, normative value differs depending, social security financing taxes, transmission system usage",33
691,691,"natural gas, san juan gas, cayman isl, natural gas transportation, delaware",1
692,691,"san juan gas, delaware, cayman isl, enron brazil power, keith miceli",30
693,691,"cayman isl, cayman, allen, natural gas, strategic sense",32
694,694,"cayman isl, financial information, ecoelectrica, delaware, natural gas",1
695,694,"natural gas, cayman isl, santa catarina, financial information, cayman",49
696,696,"rio claro, net revenues, price cap tariff regime, cayman islands company, requires",1
697,696,"financial information, rio claro, requires, historical financial information, technical services",11
698,696,"unregulated customers, transfer issues, transborder gas services ltd, atlantic commercial finance inc, net revenues",12
699,699,"rio claro, natural gas, transfer issues, daily deliveries, requires",1
700,699,"natural gas, santa catarina, natural gas transportation, enron south america llc, requires",9
701,699,"rio claro, field radio systems, various economic forecasting services, project california, transfer issues",9
702,702,"natural gas, historical financial information, rio claro, requires, gas reserve basins",1
703,702,"natural gas, enron south america llc, natural gas transportation, santa catarina, recent introduction",19
704,704,"rio claro, linda robertson, preferred stock, cuiaba iii, press release includes forward",1
705,704,"preferred stock, wholesale services, net income, equivalent gas demand, series",15
706,704,"rio claro, ginger dernehl, cuiaba iii, various economic forecasting services, equivalent gas demand",12
707,704,"actual results, enron electric power brazil, palmer, securities exchange act, risk management activities",8
708,708,"karen denne, joe hirko, palmer, equivalent gas demand, elektro",1
709,708,"com story, meredith philipp, subsidiary williams communications, confidentiality agreement, major pipeline companies",9
710,708,"cuiaba iii, louise kitchen, palmer, elektro, preferred stock",23
711,711,"enron, meredith philipp, nsf format, deregulation, cindy derecskey",1
712,711,"enron, ibm launch web, enron corp, wall street journal, pricing data",19
713,711,"rio claro, enron overview, karen denne, meredith philipp, enron press",23
714,714,"confidentiality agreement, andrew miles, electric utility industry, wholesale power markets, andrew",1
715,714,"european energy conference, government affairs report, electric utility industry, edison electric institute, retroactive relief",12
716,714,"bradley, requires, transfer issues, karen denne, nsf format",14
717,714,"gas reserve basins, exclusive concession contracts, andrew, james, european power market",17
718,718,"elektro, cuiaba iii, equivalent gas demand, gas demand, electric utility industry",1
719,718,"nevada power company, requires, multiple city pairs, new generation, risk management",18
720,718,"pro forma, cuiaba iii, elektro, equivalent gas demand, pro forma tariff",16
721,721,"pro forma, pro forma tariff, real power losses, federal energy regulatory commission, technical conference",1
722,721,"pro forma, pro forma tariff, real power losses, power current realities, federal energy regulatory commission",22
723,721,"technical conference, gas demand, southwest power pool, elektro, cuiaba iii",18
724,724,"distribution factors, early retirement, federal energy regulatory commission, flowgate capacities, pro forma",1
725,724,"early retirement, natural gas, early retirement packages, cambridge energy research associates, real time scheduling deadline",20
726,724,"distribution factors, pro forma, pro forma tariff, san diego, flowgate markets approach",19
727,727,"cambridge energy research associates, annual european energy conference, natural gas, japan, federal energy regulatory commission",1
728,727,"cambridge energy research associates, midwest, american natural gas, common dividend, natural gas price hikes",15
729,727,"natural gas, annual european energy conference, sandra, japan, nsf format",28
730,730,"data centers, annual european energy conference, internet growth, seattle city light, white house writers group",1
731,730,"simon shih, natural gas, nsf format, data centers, tax strategy",9
732,730,"data centers, jeff dasovich, james, jeannie mandelker, linnell",16
733,730,"data centers, white house writers group, annual european energy conference, jeff dasovich, internet growth",19
734,734,"linnell, personal savings, nsf format, susan, adoption tax credit",1
735,734,"linnell, natural gas, education savings accounts, adoption tax credit, risk management",12
736,734,"billion dollars, child credit, doe eia actuals, flat demand, government affairs",5
737,734,"enron broadband services, education savings accounts, bush tax, adoption tax credit, bush campaign estimate",8
738,738,"natural gas, adoption tax credit, personal savings, charter school homestead fund, bush campaign estimate",1
739,738,"education savings accounts, natural gas, risk management, personal savings, adoption tax credit",16
740,740,"businesses, open access, higher energy prices, risk management, natural gas",1
741,740,"natural gas, risk management, businesses, open access, higher energy prices",9
742,740,"businesses, open access, logistics, personal savings, adoption tax credit",13
743,743,"businesses, open access, treasury securities, education savings accounts, greenspan",1
744,743,"treasury securities, greenspan, businesses, higher energy prices, bush tax",14
745,745,"businesses, treasury securities, existing assets, katrina burton, ursula brenner",1
746,745,"businesses, open access, retail price volatility, market price, ursula brenner",4
747,745,"higher energy prices, annual residential gas bills, energy information administration, doe natural gas, profit margins",4
748,745,"one worker, price alternatives, existing assets, every activity, line value",5
749,749,"copper, logistics, higher energy prices, primary aluminum, unleaded gas",1
750,749,"copper, natural gas, unleaded gas, existing assets, zinc relative world production",10
751,751,"new economy, ideas, gdp growth, unified budget surplus, personal savings",1
752,751,"education savings accounts, katrina burton, adoption tax credit, new economy, personal savings",16
753,753,"education savings accounts, adoption tax credit, natural gas reserves, energy outsourcing, unified budget surplus",1
754,753,"katrina burton, ursula brenner, personal savings, adoption tax credit, charter school homestead fund",7
755,753,"logistics, existing assets, ideas, commodity products, multiple city pairs",6
756,756,"media, katrina burton, ursula brenner, california, sap work order number",1
757,756,"ursula brenner, katrina burton, hereby, confidential information, adoption tax credit",14
758,758,"natural gas, copper, natural gas reserves, total sales, gas prices",1
759,758,"natural gas, economic trade, ideas, copper, natural gas reserves",21
760,760,"maureen raymond, market, natural gas, total sales, new economy",1
761,760,"new economy, vince, market, open position, gdp growth",13
762,760,"copper, natural gas, logistics, five years, margaret carson",10
763,763,"copper, market, andrzej wodnicki, market trials, aiesec polska",1
764,763,"aiesec polska, open position, andrzej wodnicki, kontakt, market",11
765,763,"copper, hedging techniques, natural gas, unleaded gas, sophie",15
766,766,"pilot program, natural gas, czym jest, iso new england, nsf format",1
767,766,"natural gas, market design, czym jest, standard market design, iso new england",14
768,766,"new economy, gdp growth, real earnings, pilot program, beneficial load reduction",6
769,766,"contingencies, czym jest, luggage, nsf format, public switched broadband network",11
770,766,"pjm market participants, ferc staff, ferc staff report, info mailing list, final market trials",6
771,771,"congratulations, nsf format, america, copper, franchise value",1
772,771,"copper, natural gas, zinc relative world production, aol annual plan, john sherriff",5
773,771,"nsf format, america, billing information, aol account, official designation",6
774,771,"nsf format, congratulations, bill cordes, jordan mintz, private credit information",12
775,775,"nsf format, vince, gdp growth, copper, luncheon meeting",1
776,775,"nsf format, entire research group, risk management book, paulo, transcanada",5
777,775,"copper, natural gas, jordan mintz, primary aluminum, paintball game next saturday",11
778,775,"new economy, luncheon meeting, new global economy, shirley crenshaw, jodi coulter",9
779,775,"clayton vernon, paula, clayton, enron communications, vince",8
780,780,"vince, nsf format, paribas, shirley crenshaw, vince kaminski",1
781,780,"david, walkup david, stop payments, light hors, key biscayne",2
782,780,"nsf format, crenshaw, com address, public bonds, professor kaminski",10
